ship_name,id,title,category,comment
590,709,Pot Holes,General,Major pot holes in the bike lane in front of Mediterranean wholesalers
591,71,Need for clearance of highly flammable material from bush area between Morrison Street and Drakeford Drive...,General,"To my knowledge the problem area has not been cleared of dead branches and heaps of dead brushwood in all the time (since 1995) I have lived in the nearby townhouse complex adjoining the area, (Lakeside Mews, Morrison Street). The situation is exacerbated by the proximity of a petrol station at the intersection of Summerland Circuit and Drakeford Drive. Given the frequent warnings we are receiving about the dangers from bushfires this coming year, the neglected bush area where so much fuel has accumulated over time is of concern to nearby residents. Finally, I draw your attention to the presence of Namadgi School diagonally opposite to the area identified, a school that would certainly be affected should a fire break out nearby."
592,710,Pot holes,General,More pot holes in the bike lane as well as car lane where bikes ride when it is not a clearway
593,711,4 broken street lights,General,Stree lights out on multiple poles near this intersection
594,712,Road Surface cowpasture Bridge,General,"Started several years ago and never completed, the surface is very undulating and rough."
595,713,Two large sunk patches,General,"There are two large sunk patches which need to be urgently corrected as this is a very busy area with high traffic where two lanes merge into one in downhill direction. It is very dangerous as drivers so often try to merge and avoid the patches at the same time. Also they cause constants high level of 'pothole-type' noise to the locals, days or nights. But worst thing is all of the local houses around the patches shake everytime there is a big car or truck passing by which can cause permanent structural damage. The patches have been here for a while and there has been an attempt to fix however not correctly as we can see it sunk and the problems got worst. The whole road seem to be resurface but for some reasons this section was left undone. Please see attached photo from Google Earth. Please fix this issue as soon as possible so we can live, sleep and work, our local council."
596,714,Speedway,General,Something needs to be done about the speed some cars travel on Jersey Avenue Leura NSW 2780
597,715,Pot holes,General,2 bad pot holes when travelling north towards Henly Marine Drive
598,720,Parked. Car over a week,General,Car has been parked curb for over a week. Is clear way during peak afternoon. Is quite close to exit from Stockland Mall.
599,723,To many accidents,General,Need a give way sign or a roundabout way to many people having accidents
600,724,Obstructed vision,Road Signs,The intersection of Wyralla Ave and Kent St Epping is at the top of a slight rise. There are a lot of commuters parking in the area. When travelling west on Wyralla at this intersection there is usually one or two cars legally parked on the eastern side of Kent St adjacent to the corner. The problem is that these cars totally obstruct vision of vehicles approaching along Kent St from Boronia Ave to Wyralla resulting in quite a few near misses. There was another significant accident on the intersection this week. It needs Council to install No Stopping signs in the 5m area on the eastern side of Kent St north of Wyralla
601,726,Round about here please,General,It is almost impossible to turn right onto horsepark drive from Katherine av
602,727,Roundabout required,General,Lot of cars drive in to property at 1 hawkesbury road as there are about 75-80 Units inside . Even though there is a double line and a divider on the road there are lot of cars blocking the traffic while illegally trying to get in to this property.
603,73,Graffiti,General,"Graffiti on street sign for Swallow Street, at intersection with Townson Crescent. Also graffiti on the big grey utilities box visible to the north from there (between Gouldsmith, Swallow and Townson)."
604,730,Street sweeping,General,"Hi, our street is currently overwhelmed by leaves and it appears the drains are becoming clogged. In the spirit of preventing drainage issues (as oak leaves take forever to decompose), I'm writing to request the leaves be swept as soon as practicable. I know there are more to fall, however, they will take months to finish falling. Regards,"
605,731,Broken drain cover,General,"Concrete slab completely broken, dangerous hole on kids route to school"
606,732,Rough Surface,General,Boomerang Drive near Ian St intersection uneven surface on road
607,733,Accident site,General,I have now reported this to ACT Government.
608,735,Line marking,General,"Lines have faded on either side of the road to the west of the roundabout. Very dangerous for cyclists approaching or exiting the roundabout. Cars are commonly crossing the fog line putting others at risk. It would be better if the left lane going east was the alternate lane rather than the broken lines being for people turning right. As a cyclist who uses the shoulder until this point, cars regularly cut me off despite me being ahead of them."
609,737,Deep pothhole,General,"A deep pothole has developed over the past day 50 cms wide and 50 cms deep approx. at the bottom end of Nooroo Close Windale,In the middle of the road"
610,738,Blocked stormwater darain,General,Stormwater drain at the end of Nooroo Close is completely block resulting in flooding of the corner of the road during rain.
611,739,Street light,General,Can you please fix street light. Thank you.
612,74,Illegal dumping of rubbish,General,On night of Sat 2 Nov furniture was dumped in the area pinpointed - opposite number 17 Warragamba Ave and close to the new houses in Dolly McGrath street.
613,741,A lot of rubbish,General,"Near the park at Latham, just off the path there is a lot of rubbish that almost looks as though it has either been dumped and them gone through or stolen and gone through? Regardless it is strewn everywhere. Can it please be cleaned up?"
614,742,Broken concrete slab,General,"At the front of ""29 Sir Warwick Fairfax Drive, Harrington Park"" we have a broken/uneven concrete slab which is coming hazardous for pedestrian/joggers running through. Please send someone for an inspection."
615,743,Parking in street dispite no parking signs,General,A tenant with Housing ACT states people continue to park in Mildura St Fyshwick where he lives dispite no parking signs. He is requesting parking inspectors more frequently.
616,746,Street holes needing repair,General,The street holes in front of 39 White St. East Gosford already are a risk to walk or drive.
617,747,Streetlight out in Merrivale Lane,General,"The last streetlight at the end of Merrivale Lane is not working. It is a tricky corner for traffic, and the footpath is uneven."
618,750,"Potholes in Nowack Ave, have been here for 8 years now",General,"In Nowack Avenue, Umina Beach (NSW 2257... Gosford Council) just where it enters Ocean Beach Road, the surface is completely unacceptable. Most traffic exiting Nowack Avenue turns left and has to roll over some terrible pots and dints. It also floods when it rains even moderately, so you can't even see them ! It has been like this for the 8 years we have lived in this street. This is not an out-of-the-way street either but just a lump of loose bitumen's throw from the CBD"
619,751,Dumped Car,General,Ygf 70p
620,752,Congestion from 4 to 6pm,General,There is minimal traffic flow of an afternoon/evening. Due to a backing up of traffic it will shortly start to block one lane of the M1 north and south bound with people waiting to get through Morisset. With the new housing developments going ahead this will only increase the problem very quickly.
621,755,Traffic Lights,General,"Traffic Lights at the intersection of the New England Highway and South Seas Drive Ashtonfield only four vehicles to make the right hand turn onto the highway on a green light before changing to red. The lights require adjusting to allow more vehicles to make the right hand turn,limiting the bank up of traffic."
622,756,Mobbs Lane footpath,Footpaths,"Mobbs Lane, Epping, between Edenlee St and Midson Road; the footpath in this short section is uneven and very narrow for the amount of pedestrian movements; foliage has grown and covers half of the path width making it unnecessarily difficult to walk. Please widen the footpath, fix footpath and cut back vegetation."
623,759,Dangerous turn from Jubilee Street,General,"Coming from Jubilee Street turning right into Boundary Road is an extremely dangerous turn when the two car parks from the corner of Boundary and Jubilee in front of the Doctors are used. Due to the road dipping (for drainage) at that corner, as well as the two cars parked in front of the Doctors (especially if large makes, which most are now days) oncoming traffic along Boundary is only visible by coming out onto the roadway and risking coming in front of oncoming traffic. I have a reasonable size ford falcon and due to the dip the front lowers so this adds to the problem. A driver of a smaller and lower vehicle would have no visibility( if two cars are parked on the right) until it came right out nearly into the middle of the roadway. The problem has been reported previously to the Mayor, 6 months ago via a radio phone in."
624,76,Lighting on Territory Land,General,Please organise a extra street light for safety reasons as this part of the street is very dark at night time
625,761,Pot holes,General,Pot holes
626,762,Oil on road,General,"There is a slick on the road from the corner of Horsepark Dr and Wells Station Dr, along Wells Station, right onto Nullarbor, left onto Pinnacles St, left onto Eric Mawson St, right onto Ningaloo St all the way to the broken down Coles truck. Motorists and especially Motorcyclists need to take care."
627,764,Road buggered,General,Road base is falling apart. Was resurfaced about 12 months ago as a patch up to shut up local residents with only tar pored over the top. Underneath is bad & entire road needs to be rebuilt
628,765,Road worn out,General,"Road has been patched beyond anything to do with reasonable. Should have been rebuilt 10 years ago & we are still putting up with a road where the surface is patched potholes, no original road left."
629,766,"Access road, near msb /post box",General,"Very large hole across the entrance to access road from north side, located just past the postal box, just past msb building. hole now right across width of road."
630,767,Northern End of beaumont Street,General,"Large potholes, poor signage, and increased confused bus and car traffic due to rail closure."
631,768,Freemans Ridge ROAD,General,FREEMANS REACH ROAD. freemans ridge. tarmac problems. grass is coming and groing on the road....creating large puddles of water.... road markers are wearing off... dangerous during fog times.. excepeccialy during the mornings reflectors most of them are missing. centre lines and edge marking. bad road conditions for about 4-5 kms no indicators or bearings on the road. painted centre lines?????
632,77,Uneven Paving,General,"There are uneven pavers out the front of 'AFA House' 39 Geils Court, DEakin ACT which are a serious trip hazard. This needs to be action as soon as possible so no one gets injured."
633,770,Street light broken,General,Hello. The street light on the corner of Great Western Hwy and Boomerang street in Springwood has been broken for a long time. It is a safety issue as many pedestrians use the path and at night is pitch black in that area.
634,775,Street light not working,General,"Hi, I am Martin ,living in 41,cranbourne street,Riverstone,2765. The street light in front of my house is not working.Can you please fix the Problem. Thanks"
635,776,Street light cover,General,The street light out the front of 18 carrodus street fraser act has been spray painted on the clear cover
636,777,Streetlights out,General,All streetlights this end of Warren Road have been out for the last few months.
637,779,Clean up after completed works,General,Optic fibre cabling was laid thru area with trenching cut across walkway. After some weeks an attempt was made to stabilize area with a few sand bags which has proved totally ineffective. when it rains the area is impassable to pedestrian traffic.
638,78,Traffic lights out at Bandjalong and Bindubi,General,"14:20h Thurs 7 Nov. Traffic lights at the intersection of Bandalong and Bindubi St in Aranda/Cook are out. School is about to let out, and children will be trying to cross the road enroute home, so I hope you can come quickly!"
639,780,Condition of road,General,Along the front boundary of 8 Lakeview Road Morisset Park on both sides of the road the edge of the road has broken away which is a potential safety hazard to traffic using Lakeview road. Additionally the road in that area is showing signs that it in the early stages of breaking up.
640,781,Big divetts in road,General,"Deep grooves are developing in St Johns Road, just near the intersection with Ross Road, they are in the right turn lane just prior to the ights"
641,783,Speed limit,General,"All streets on the central coast are 50kph unless signed differently. Why then in the Matcham /Holgate area is it 60kph? Carlton Wattle Tree & Coachwood roads are narrow twisting hilly & have many concealed drive ways. While I accept that council has only so much to spend, surely lowering the speed limit would be an obvious move & cost effective way of making this area so much safer. We have seen many accidents, sadly one a fatality, & even more near misses."
642,785,Missing give way sign,General,A post appeared to be pushed down and cut off at the base on the cement island
643,786,Rubbish,General,There is a lot of rubbish on the roadside east and west bound on the Central Coast Highway from the M1 to the bottom of Kariong Hill
644,788,Road resurfaced,General,Recently the road was resurfaced from Alma Rd to Weinwright Avenue including Patterson Close at Padstow Hts - tar was layed on the existing surface and then stones - amazing that there are more loose stones and gravel on the road which is dangerous for not only drivers but including motor bike riders. Including a section on the left side of the road in Weinwright Avenue appoaching the intersection at Patterson Close has uneven sections where it appears that no repairs have been made but to just put tar over it. Very unsatisfactory job and still waiting for the removal of the loose stones on the road. I wonder why it has taken so long to retify even when contacting the council about this matter. Thank you
645,79,Mirror needed,General,"Coming out of Wheatley Street on to Castleton Crescent, there is a blind corner to the right and people often speed past there. If a mirror were placed opposite the Wheatley St exit, you would be able to see cars heading towards you rather than having to speed out and hope for the best."
646,790,Light is out,General,Street light not working in culdesac. Very dark at night to put bins out. Thank you
647,791,Murrays Run Road is dangerous,General,"Murrays Run Road is 14km of dirt road which provides the ONLY access to Burralong Valley (37 properties), and many other properties on Murrays Run itself. It is currently (and often is, despite occasional grading) dangerous. It's essentially a single-lane road, with numerous blind bends. It is so pot-holed as to be almost unnavigable. Cars are driven to avoid deep potholes, often going around bends on the wrong side of the road. There have been numerous ""near misses""; a crash, with injury and possible death, is inevitable. Council does not grade the road nearly as often as it needs, and often not very well."
648,792,Street lamp not working,General,The street lamp at the end of the cul de sac outside 123 Kingsford smith Drive is not working.
649,793,Pothole,General,A pothole (about 30cm diameter) has opened recently on the McKellar side of the road
650,794,Street lights and driveway,General,My driveway and yard is forever covered in debris Pine needles from trees at the side of my home Council strip I'm tired of ending up on my backside and then off my feet for days due to slipping on them Has been happening for far too long Also Street lights are always out also at copper field drive along Don't think people realise you can't see them when they cross until right up on them Also it seems to be a major rubbish dumping ground
651,795,Missing Pit Lid,General,There is a missing lid from a pit located on pedestrian footpath. There is a piece of plywood covering the missing lid so no one falls in.
652,799,Road breaking up,General,Road pavement breaking up along full length of road.
653,80,Early morning and weekend construction noise,General,"Construction work regularly starts around 6am every week day. Construction work also start early on Saturday mornings. This noise is very loud and disturbs my sleep. This noise consists of general construction, power tools and the running of trucks and constant truck reversing warning sounds can be heard. This is an ongoing issue that has been happening for several weeks/months."
654,801,Potholes,General,On Burke road at no 44
655,802,No lighting,Streetlight,No lighting at night for pathway
656,805,Street Lights,General,The street lights along Capital Cct leading into Canberra Ave have not been working for several weeks.
657,806,Stop Sign and Parking restrictions,General,"When I ride my bike along the Nelson Road bike route vehicles constantly nose out of Havilah Road in order to see approaching traffic. This is a serious issue for riders. Implementing a proper ""No Stopping"" zone in both Havilah road approaching Nelson road and In Nelson road would give a better line of sight and a ""Stop Sign"" for traffic from Havilah Road would make the road safer."
658,807,Lane markings,General,"Increasingly, cars are turning right onto Lambton Rd from Curley Rd, using the left hand lane. This compounds traffic congestion when the traffic lights are synchronised for a green left turn arrow to cycle through - a right turning car from left lane can stop a long line of cars from turning left. We just need some turning arrows painted on the lanes here please so that the left lane of Curley Rd is left turn only and the right lane is right turn only. Thanks"
659,809,Road subsidence,General,Dangerous collapse of road surface near no 157
660,81,Abandoned vehicle,General,"The vehicle is on a bend parked almost a metre out from the curb and has been here with no plates for well over a week , its a hazard and its removal should be marked a high priority by the rangers. (It has been marked)"
661,810,Potholes and unstable edge,General,This road is in complete disarray. the street is wide enough that two cars should be able to safely pass but ot reduced to one lane due to multiple ( hundreds) of refilled potholes that reemerge after even the briefest of storms. It is a main thoroughfare and needs an urgent upgrade including curb and guttering.
662,811,Pot hole,General,Road breaking up and sending large chunks of road everywhere
663,812,Street light bulb needs replacing,General,Street light bulb needs replacing as it's been out for about a month now.
664,814,Street light not working,General,The streetlight is not working. Pole no.is 60 258173
665,816,Potholes,General,"Massive potholes on Rajah Road requiring swerving on approach to a crest..just a ,matter of time before there is a serious accident. Plus the damage to our cars. Are we as residence (rate payers) supposed to pay for the damage to our tyres & wheels.??"
666,818,Street Lights not working,General,"Street light between 19 and 21Jacka Crescent Campbell works intermittently and when it does work it;s a very faint light and light at 27 Jacka Crescent Campbell is completely out of order, With both lights out of order it makes that section of Jacka Crescent very dark and dangerous for pedestrians and local residents."
667,819,Crater hole in road,General,"There is a massive hole in the road caused by God knows what. One of the residents on the street has recently fallen over due to it. Please sort this out. This hole could consume a wheel and possibly many small children at once. If it rained a substantial amount I could swim in this hole. Gravel from the hole spills out onto the street like marbles for motorbikes. My number is 0404563322, my name is Bill please call me if you are confused about location. This is an urgent problem."
668,820,Cahill Expressway over Circular Quay,General,"I am writing to you about a dangerous section of the Cahill Expressway, where the speed limit is set very low, prompting extremely aggressive behaviour on the part of some drivers."
669,823,Large holes in road with water gushing out,General,Reported problem to Sydney Water who said they may take 21 days to fix but the holes in the road are large and getting larger
670,824,"Street there, but not sealed...!",General,I own 2 properties where I've pinpointed on the corner there berrembed street side. But there is street there that connects to balaro street. Even balaro street and all the other streets nearby of berrembed street all in need of urgent sealing. Though ive owned one of the propertys for 20 years and have personally hand written to council in the last five years nothing has been done.
671,825,Lights in underpass,General,"Lights in underpass are not working, and this makes it difficult to see in the early hours of the morning"
672,826,Potholes,General,A pothole on provincial st as you approach Cumberland rd
673,827,Heavy vehicles,General,Increasing amounts of heavy vehicles using the road to access m5 despite more appropriate access via Moorebank avenue high is mostly commercial. Nuwarra Rd is a single lane rd with 3 preschools facing directly onto it and is otherwise almost entirely residential with further high density housing to be built. Please divert heavy vehicles off this road!
674,828,Pot Hole,General,Small pot hole when approaching nearby roundabout
675,829,The Ridgeway constant pot holes along it,General,"There are constant pot holes along The Ridgeway way all the way from Bishendens Road Lisarow to Holgate. The bends are horrendous and unnecessary for 2015. I have driven the road to Mt Hutt ski field South Island NZ, in the late 70s and felt safer."
676,830,Street lights,General,Street lights in front of No 63 and opposite No 61 are out so big area in darkness
677,831,Stop sign down,General,There is a stop sign that has fallen down on this street. The Street sign for Clyde St also appears to have fallen down.
678,832,Bus Stop Sign down,General,The sign for this bus stop is down and look like it has been removed.
679,834,Unsafe road surface in suburban Neighbourhood street.,General,"At the intersection of Parry Ave & Riviera St, Terrigal the road surface is unsafe and in a dilapidated condition in need of urgent repair, regrading and resurfacing with appropriate material to gandlebthebtraffic loads on the intersection. Parry Ave is also a very narrow street and unsafe at the riviera end of the street."
680,835,A car parks too close the roundabout,General,A holden commdore parks to close the roundabout.When drivers want to turn left they have to change lanes across unbroken line to turn left on to walker street. Make it a clearway or no parking zone.
681,836,End of Reycroft ave is too dark.,General,At night the End of Reycroft ave in front of 29 and 31 is too dark can't see if there someone or a cat is walking across the road put a street light between 29 and 31 to light up the end of the street
682,837,Broken access cover in left lane,General,There is a steel and concrete access cover in the left lane with several segments of concrete missing. This is a major hazard for cyclists descending mona vale road.
683,839,Flashing School Zone Signs,General,"St. Euphemia College Bankstown has two school entrances for students and parents to enter. The two entrances include Stacey Street & East Terrace. The East Terrace road does not have flashing school zone signs , to alert drivers that school zone speeds are in force. On many occassions motorists speed through the school crossing which also does not have a Lollipop controlled pedestrian crossings. As a result their has been many near misses over the years of both parents and children nearly run over at the crossing. I ask that you raise this matter with council as a high priority. I would like to see both Flashing school zone signs and a lollipop controlled pedestrian crossing installed on the East Terrace pedestrian crossing to operate during the school zone hours."
684,840,Construction activity and material on the street,General,"Hi The top of this street is blocked by a rubbish skip, left over construction materials and vehicles - why cannot the builder use his own site and not the street??"
685,844,Pot holes,General,"From flying fox lane, vacy the road has many pot holes and divetts. Very scary when traffic coming the other way especially with trucks. Also vacy bridge exit is a nightmare."
686,845,Street lighting,General,Street lighting very dim and stops working
687,847,Speed within retirement village.,General,Located inside a retirement village yet cars exceed speed limit (20 kph) by 30 kph . Cars travel at 50 kph along side pensioners walking on roadway as no footpaths are provided. There will be a death. This danger has been happening for 20 years.Please help avert a tragedy. Thank you for any assistance. JS
688,85,Graffiti,General,"There is graffiti sprayed on the telegraph poles along Old Bathurst Road (Between Bowaga Avenue and Rusden Road), East Blaxland."
689,850,Axle busting pothole,General,"Located at entry to Oak Road, Matcham"
690,851,Speed bumps required,General,"Living on this street for some time now i have come to notice there is a large amount of cars excessively speeding. The road is also frequented with children, with a park and school backing onto the road i think a speed bump/s are required before an inevitable accident occurs."
691,852,This is a test,General,Testing this app
692,853,Accident prone intersection urgently needs attention.,General,Personally I was in a near fatal T-bone accident. A vehicle running a stop sign travelling about 60kph collided into the drivers door and I was fortunate to have a lucky escape with no serious injury. I live on Park St. about 100 meters from this intersection and see and hear incidents all the time here. I would like to see some form of traffic obstacle to slow traffic down along Redman Street on approach to this intersection. I have also witnessed cars travelling along Park Street coming from Canterbury Road traveling at ridiculous speeds sometimes over 80kph and I would really like to see speed humps put in place to slow them down.
693,854,Multiple street lights out,General,"I counted approximately 8 street lights on this interchange that were not working. I couldn't inspect the whole interchange, so there may be more. Might be indicative of a larger problem?"
694,855,Damaged guard rail,General,"On 6 Aug 2015 a cattle truck rolled (http://www.coffscoastadvocate.com.au/ news/ cattle-truck-roll-blocks-pacific-hwy/ 2731040/ ), destroying guardrail on the southbound section on this road."
695,856,Review for possible U-Turn permitted signs,General,I draw attention to the following stretches of the Pacific Hwy:
696,857,Green traffic light signal out,General,"At the intersection of Grafton Street and Coff Street, when heading northbound, the set of lights in the centre of the highway on the northern side of the intersection - green light only - is not working."
697,858,Footpath Damaged,General,"Foot path in numerous sections has severe cracking, posing a trip hazard to pedestrians and visitors to the local businesses."
698,860,Bumpy Road to Hospital,General,The road to hospital is in terrible state especially if being transported to hospital via ambulance for people with severe problems please fix street
699,865,"U-turn in peak hour traffic, require a no u-turn sign",General,At this intersection there is currently a no U-turn sign at this intersection when diving to athllon drive. When driving to hindmarsh there is no sign and motorists perform a U-turn there to get to the car yards at the end of Melrose drive. As there is no right turn lane (as there is no street to turn right into) I have a few close calls with either nearly running up the back of the car performing the U-turn or cars running into the back of me when I stop dead in the right hand lane. I believe a sign should be at this intersection on both sides of the road.
700,868,Fallen tree,General,"There is a tree that has been fallen onto 5 bayswater st, st johns park nsw 2176. It is now has fully fallen and is blocked half of the road. It was half blown down 2 weeks ago buy the wind."
701,869,Driveway of 9 Lefroy St Griffith A.C.T,General,A large pot hole has reoccurred in exactly the same spot you repaired it last time .I feel maybe there is an underlying problem which needs to be further investigating rather than just doing the usual thing and filling it with a bucket full of tar.It is considerably much larger than when u repaired it last
702,87,Weeds,General,Appreciate in the Giffen Close island could be sprayed for weeds as they are bursting out all over!
703,870,Potholes,General,Could the potholes at the lights wattle grove drv & Heathcote rd be repaired north bound
704,872,Please make it an official pedestrian crossing,General,"Front of club rivers rear entrance. Since i have started picking up my kids from st joseph catholic riverwood, we have to dodge traffic coming from both direction since all parking available is on the other side of school."
705,873,Relocate pedestrian crossing on cnr Launceston street and Hindmarsh Drive,General,"The traffic island at the corner of Launceston Street and Hindmarsh Drive in Lyons has the lowered pedestrian crossing too close to the intersection. This means that when cars are waiting to turn right onto Hindmarsh drive, they completely block the crossing, making it difficult for pedestrians and bicycles to cross safely. I suggest moving the crossing at least one car length back, or removing the island completely from one car length back from the intersection to allow others to cross safely."
706,874,Excessive speed in residential area,General,Too often Buses and cars speed down Tremere street as a short cut between Zoeller St and Burwood Road. Traffic calming devices should be put on streets to slow the cars down especially in residential areas where there are kids about
707,876,Traffic signals,General,"The traffic signals installed here have been a waste of time to the community, and are used as a revenue raiser by police."
708,877,Parked Cars make it extremely difficult to make a right-hand turn onto Glebe Road,General,Cars parked outside the business on the corner of King Street and Glebe Road reduce traffic visibility and make it extremely dangerous at times to make a right-hand turn from King Street onto Glebe Road. This is coupled with the fact that Glebe Road curves and climbs at this point making it difficult to see oncoming traffic. I think that parking on Glebe Road at the front of this business should be restricted or prohibited.
709,88,Broken steps,Footpaths,Missing bricks on these steps create a serious slip hazzard.
710,883,Illegal uturn,General,Ever since the council put a barrier in the middle of the road to stop vehicles turning right on to brunker road Vehicles now do illegal uturns by turning in my driveway and neighbors driveways and sometimes almost hitting our vehicles Im worried as i have kids her play in the driveway and i fear a vehicle may run them over Please something has to get done as the council is the one who caused this
711,888,Dip,General,Dip in joining Street Edgar and Hume highway.
712,889,Pothole,General,Pothole 30 cm deep south edge of bells place 80 m from intersection
713,89,"Failure of Council to provide safe traffic conditions for residents due to prking conditions for work ve at adjacent ""light"" industrial arera.hicles, visitors and employees",General,"Please see attached copy of recent submission to Council. The only acknowledgement was from Councillor Michael Platt, who said he would discuss the question of parking restrictions with Council. Subsequently, agenda item:- ""further extension of parking restrictions from the Princes Highway to the vicinity of 264 West Street, Carlton"", was listed for Council's meeting held on Tuesday, 3 December, 2013. Final determination was completed at the next meeting on 9 December, when it was advised that the matter had been referred to the Kogarah Local Traffic Committee and not approved asit was ""not considered in the best interests of all properties in the Street, negatively impacting on parking availability. There are only twelve private residences (six on each side of the street), located between the ""light ""industrial area and the Princes Highway, and parking availability outside all of these homes is nil, due the the impact of parking practices of the occupants and visitors of nearby factory premises, contrary to Council's requirement to provide offstreet parking. incumbent on Council and owners of the industrial premise to resume space inorder to erect a suitable Parking Station, at the joint cost to Council and and a Council Rates Levy on each industrial site owner. Regards, Reg & Iris Kirkwood In the absence of any other action, we consider it"
714,890,Parking on Corner - Dangerous Obstruction,General,"When turning right from Garnet Avenue into Grove Street it is necessary to nose out blindly into potential oncoming traffic in order to see if it is clear to turn. This is because vehicles are always parked right on the very corner of Grove Street. There hasn't been a collision yet, but there are regular close calls. Suggest landscaping corner to prevent parking so close to corner."
715,891,Pot holes,General,I have reported the dire state of Left Bank Rd and Frasers Rd to Byron Shire Council months ago. I have not had a response. Frasers Rd has so many pot holes that is turning back into a dirt road.
716,892,"Frasers Rd-broken road surface, potholes, eroded shoulder",General,"Many large potholes, cracked road surface, shoulder eroded with gullies forming, combined with steep, narrow road with tight bends and dropoffs = dangerous conditions. This problem has been getting worse with time and no repairs have been done to this road in years."
717,895,Potholes,General,Potholes in road surface at bottom of driveways to numbers 3 and 5 and also between house number 5 and 7.
718,896,Kerb and road surface,General,There is a small height difference between bottom of the kerb and the road surface. When cars with low chassis are moving the bottom is scraping the kerb. I reckon the road surface has to be raised in level with the kerb.
719,897,Review increasing Solitary Islands Way speed limit,General,Between Sandy Beach overpass and Emerald Beach:
720,899,Pedestrian Safe Crossong,General,"This is a very blind bend / turn from Windsor Road into Sheffield Street as you actually have to go around the corner to cross the road at the existing pedestrian island. Drivers do not give way, even though there is a give way road marking. I ride a mobility scooter and I find it to be dangerous. It is also very poorly lit at night."
721,900,Pedestrian Safe Crossong,General,"This is a very blind bend / turn from Windsor Road into Sheffield Street as you actually have to go around the corner to cross the road at the existing pedestrian island. Drivers do not give way, even though there is a give way road marking. I ride a mobility scooter and I find it to be dangerous. It is also very poorly lit at night."
722,904,Guide post knocked over,General,Two posts on Northern side of the road have been knocked over. The first is at the bend indicated and the second several hundred metres to the east. Both posts mark significant drop off.
723,905,Damaged road,General,Under the Falcon Street bridge the roadway in the left lane after entering from the Ernest St bridge is a mess. Completely broken up and has been for over 12 months that I know of.
724,906,Manly road/ burnt creek deviation,General,"Heading south on burnt creek going over Sydney road and heading down manly road, the top layer of road is all broken. So bad for your car and tyres. Needs resealing."
725,907,Road is full of potholes and dangerous,General,I frequently travel along this road and it quite simply dangerous. The amount of deep potholes has caused me to loose control of my front wheels and subsequently steering has been lost momentarily. Luckily no one else was in the road having the same problem in the opposite direction.
726,908,Trees overhanging the road,General,"Along Canberra Avenue somewhere between the Monaro Highway and Eyre St, where I turn off, there are giant old trees overhanging the road. This is not a problem to cars, but I followed a really tall truck and it had to drive up the centre of the road to avoid the branches on each side. Perhaps some trimming could prevent this."
727,909,Broken shoulder of road,General,"Due to recent increase of heavy vehicles along Maitland Road and council garbage trucks, Telstra service vehicles accessing communication pit, Energy Australia accessing power pole and a number of vehicles making U turns pot holes and erosion of the road shoulder the rode is now unsafe for walking and bicycles"
728,91,Missing bollard in lane way,General,"Hi guys, several years ago one of the concrete bollards in the lane way beside my house was repaired/replaced with a treated pine bollard. This bollard got knocked out several times and each time I put it back in the ground. The last time I saw it knocked out by the landscape direct mowing contractor and it has been missing ever since. The biggest issue is now the pedestrian access to the reserve has become a vehicle access. This is regularly used by local goons to take their cars and trail bike into the reserve to race them around. This is one of four reserve access points on my street. All the other access points have metal cross over barriers to prevent illegal vehicle access but still allow walkers or bike riders. Could you please have the bollard replace and if possible upgrade the barrier so it matches the rest of the street.o"
729,911,Weeds growing into my gardern from Public Park,General,I live side by side to a public park and the weeds are growing high along my fence and two others. I would appreciate if you would come to the park and kill of the weeds. thank you
730,912,Weeds growing into my garden from public park/playground,General,I live side by side to a park/playground. The weeds in the park are growing high along the fence line including mine and two others. Would you please visit the park and get rid of the weeds. In the past you have mowed down and poisoned the weeds.
731,915,Danger,General,"Steep, narrow, busy residential street leading to shopping centre which many cars travel in either direction at dangerous speed. As it very often has cars parked either side as well, it makes it unsafe for residents trying to enter or leave their properties. The street needs'traffic calming' devices placed appropriately."
732,917,Potholes at the two new roundabouts,General,There are large cracks and potholes at the two new roundabouts in madsen street where the old road joins the roundabout. these potholes are located right where you lean for the roundabout on a motorcycle and when it is raining they fill with water and cause motorbikes to slide. They are extremely dangerous!!!
733,92,Damage to playground,General,The plastic coating on the raised platforms on the climbing fort is lifting and is a tripping hazard for my kids. Could some one have a quick look at the playground and if possible put a couple of replacement platforms on the climbing fort.
734,921,Accident waiting to happen,General,"This is a busy 4-way intersection (Gadigal Avenue, Defries Avenue and Wolseley Grove) with no signage for right of way. On top of the cars, there are numerous pedestrians who run across the street, entering or exiting from the East Village shopping centre."
735,926,Road damage Fyfe rd,General,A lot of large pot holes and road damage forming due to the construction work and trucks from across the road.. Yesterday we had the axle snap on a trailer on the back of ute....
736,927,No stop line marked at stop sign,General,The intersection at Roberts Road and Old Wallgrove Road Eastern Creek has a stop sign with a give way road marking on the road this is causing massive confusion and is on a RMS heavy veacle assessment circuit can we please fix this problem urgently
737,928,Line marking guids you into wrong lane,General,When turning right at Wonderland Drive onto Wallgrove Road Eastern Creek the marking when turning right from the left turn lane guides vehicles into the right lane instead of the left lane I have had many near misses due to this incorect marking can this problem please be fixed
738,93,Broken swing at Gatton St playground,General,"On e of the swings at the Gatton Street playground is broken. Apart from no big swing for children, the chain could present a danger for children using the playground."
